municipality,neighbourhood,origin,inhabitants
Amsterdam,Eendracht,Soedan,1
Amsterdam,Eendracht,Spanje,13
Amsterdam,Eendracht,Sri Lanka,1
Amsterdam,Eendracht,Suriname,185
Amsterdam,Eendracht,Syrië,6
Amsterdam,Eendracht,Tunesië,7
Amsterdam,Eendracht,Turkije,358
Amsterdam,Eendracht,Ver. Staten v. Amerika,7
Amsterdam,Eendracht,Verenigd Koninkrijk,9
Amsterdam,Eendracht,Voorm. Tsjecho-Slowakije,2
Amsterdam,Eendracht,Voormalig Joegoslavië,14
Amsterdam,Eendracht,Voormalig Sovjet-Unie,6
Amsterdam,Eendracht,Zuid-Afrika,1
Amsterdam,Eendracht,Zwitserland,3
Amsterdam,Elzenhagen,Afghanistan,6
Amsterdam,Elzenhagen,Albanië,1
Amsterdam,Elzenhagen,Algerije,7
Amsterdam,Elzenhagen,Argentinië,2
Amsterdam,Elzenhagen,Australië,10
Amsterdam,Elzenhagen,België,18
Amsterdam,Elzenhagen,Bolivia,1
Amsterdam,Elzenhagen,Brazilië,12
Amsterdam,Elzenhagen,Bulgarije,9
Amsterdam,Elzenhagen,Canada,1
Amsterdam,Elzenhagen,Chili,5
Amsterdam,Elzenhagen,China,29
Amsterdam,Elzenhagen,Colombia,4
Amsterdam,Elzenhagen,Costa Rica,2
Amsterdam,Elzenhagen,Dominicaanse Republiek,6
Amsterdam,Elzenhagen,Duitsland,47
Amsterdam,Elzenhagen,Ecuador,4
Amsterdam,Elzenhagen,Egypte,27
Amsterdam,Elzenhagen,El Salvador,1
Amsterdam,Elzenhagen,Eritrea,1
Amsterdam,Elzenhagen,Ethiopië,10
Amsterdam,Elzenhagen,Filippijnen,12
Amsterdam,Elzenhagen,Finland,1
Amsterdam,Elzenhagen,Frankrijk,20
Amsterdam,Elzenhagen,Ghana,15
Amsterdam,Elzenhagen,Griekenland,8
Amsterdam,Elzenhagen,Hongarije,4
Amsterdam,Elzenhagen,Hongkong,23
Amsterdam,Elzenhagen,Ierland,5
Amsterdam,Elzenhagen,India,10
Amsterdam,Elzenhagen,Indonesië,80
Amsterdam,Elzenhagen,Irak,4
Amsterdam,Elzenhagen,Iran,21
Amsterdam,Elzenhagen,Israël,4
Amsterdam,Elzenhagen,Italië,34
Amsterdam,Elzenhagen,Jamaica,5
Amsterdam,Elzenhagen,Japan,4
Amsterdam,Elzenhagen,Jordanië,3
Amsterdam,Elzenhagen,Kaapverdië,1
Amsterdam,Elzenhagen,Kameroen,1
Amsterdam,Elzenhagen,Laos,1
Amsterdam,Elzenhagen,Libanon,1
Amsterdam,Elzenhagen,Maleisië,3
Amsterdam,Elzenhagen,Marokko,159
Amsterdam,Elzenhagen,Mauritius,1
Amsterdam,Elzenhagen,Mexico,2
Amsterdam,Elzenhagen,Mozambique,1
Amsterdam,Elzenhagen,Ned. Antillen + Aruba,38
Amsterdam,Elzenhagen,Nederland,1488
Amsterdam,Elzenhagen,Nieuw-Zeeland,1
Amsterdam,Elzenhagen,Nigeria,3
Amsterdam,Elzenhagen,Oostenrijk,5
Amsterdam,Elzenhagen,Pakistan,16
Amsterdam,Elzenhagen,Peru,1
Amsterdam,Elzenhagen,Polen,12
Amsterdam,Elzenhagen,Portugal,26
Amsterdam,Elzenhagen,Roemenië,7
Amsterdam,Elzenhagen,Senegal,1
Amsterdam,Elzenhagen,Somalië,1
Amsterdam,Elzenhagen,Spanje,12
Amsterdam,Elzenhagen,Suriname,215
Amsterdam,Elzenhagen,Syrië,9
Amsterdam,Elzenhagen,Taiwan,1
Amsterdam,Elzenhagen,Thailand,4
Amsterdam,Elzenhagen,Tunesië,6
Amsterdam,Elzenhagen,Turkije,149
Amsterdam,Elzenhagen,Uganda,1
Amsterdam,Elzenhagen,Ver. Staten v. Amerika,13
Amsterdam,Elzenhagen,Verenigd Koninkrijk,26
Amsterdam,Elzenhagen,Vietnam,6
Amsterdam,Elzenhagen,Voorm. Tsjecho-Slowakije,1
Amsterdam,Elzenhagen,Voormalig Joegoslavië,23
Amsterdam,Elzenhagen,Voormalig Sovjet-Unie,26
Amsterdam,Elzenhagen,Zambia,3
Amsterdam,Elzenhagen,Zuid-Afrika,2
Amsterdam,Elzenhagen,Zuid-Korea,6
Amsterdam,Elzenhagen,Zweden,2
Amsterdam,Elzenhagen,Zwitserland,6
Amsterdam,Erasmuspark,Afghanistan,10
Amsterdam,Erasmuspark,Algerije,4
Amsterdam,Erasmuspark,Angola,2
Amsterdam,Erasmuspark,Argentinië,6
Amsterdam,Erasmuspark,Australië,21
Amsterdam,Erasmuspark,Bangladesh,4
Amsterdam,Erasmuspark,België,32
Amsterdam,Erasmuspark,Benin,2
Amsterdam,Erasmuspark,Brazilië,39
Amsterdam,Erasmuspark,Bulgarije,35
Amsterdam,Erasmuspark,Burkina Faso,3
Amsterdam,Erasmuspark,Canada,17
Amsterdam,Erasmuspark,Chili,9
Amsterdam,Erasmuspark,China,33
Amsterdam,Erasmuspark,Colombia,13
Amsterdam,Erasmuspark,Congo (DR),2
Amsterdam,Erasmuspark,Cuba,1
Amsterdam,Erasmuspark,Denemarken,8
Amsterdam,Erasmuspark,Dominicaanse Republiek,7
Amsterdam,Erasmuspark,Duitsland,127
Amsterdam,Erasmuspark,Ecuador,3
Amsterdam,Erasmuspark,Egypte,65
Amsterdam,Erasmuspark,Eritrea,1
Amsterdam,Erasmuspark,Ethiopië,8
Amsterdam,Erasmuspark,Filippijnen,17
Amsterdam,Erasmuspark,Finland,5
Amsterdam,Erasmuspark,Frankrijk,66
Amsterdam,Erasmuspark,Frans Guyana,2
Amsterdam,Erasmuspark,Ghana,5
Amsterdam,Erasmuspark,Griekenland,34
Amsterdam,Erasmuspark,Guatemala,1
Amsterdam,Erasmuspark,Guyana,2
Amsterdam,Erasmuspark,Hongarije,19
Amsterdam,Erasmuspark,Hongkong,12
Amsterdam,Erasmuspark,Ierland,11
Amsterdam,Erasmuspark,India,27
Amsterdam,Erasmuspark,Indonesië,144
Amsterdam,Erasmuspark,Irak,12
Amsterdam,Erasmuspark,Iran,14
Amsterdam,Erasmuspark,Israël,21
Amsterdam,Erasmuspark,Italië,74
Amsterdam,Erasmuspark,Jamaica,1
Amsterdam,Erasmuspark,Japan,5
Amsterdam,Erasmuspark,Jemen,1
Amsterdam,Erasmuspark,Kaapverdië,5
Amsterdam,Erasmuspark,Kameroen,2
Amsterdam,Erasmuspark,Kenia,3
Amsterdam,Erasmuspark,Libanon,9
Amsterdam,Erasmuspark,Liberia,2
Amsterdam,Erasmuspark,Libië,2
Amsterdam,Erasmuspark,Luxemburg,2
Amsterdam,Erasmuspark,Malawi,3
Amsterdam,Erasmuspark,Maleisië,3
Amsterdam,Erasmuspark,Malta,5
Amsterdam,Erasmuspark,Marokko,576
Amsterdam,Erasmuspark,Mexico,3
Amsterdam,Erasmuspark,Ned. Antillen + Aruba,52
Amsterdam,Erasmuspark,Nederland,3022
Amsterdam,Erasmuspark,Nieuw-Caledonië,1
Amsterdam,Erasmuspark,Nieuw-Zeeland,9
Amsterdam,Erasmuspark,Nigeria,5
Amsterdam,Erasmuspark,Noorwegen,8
Amsterdam,Erasmuspark,Oostenrijk,16
Amsterdam,Erasmuspark,Pakistan,22
Amsterdam,Erasmuspark,Panama,2
Amsterdam,Erasmuspark,Peru,4
Amsterdam,Erasmuspark,Polen,39
Amsterdam,Erasmuspark,Portugal,35
Amsterdam,Erasmuspark,Roemenië,20
Amsterdam,Erasmuspark,Rwanda,2
Amsterdam,Erasmuspark,Saoedi-Arabië,1
Amsterdam,Erasmuspark,Senegal,2
Amsterdam,Erasmuspark,Singapore,6
Amsterdam,Erasmuspark,Soedan,3
Amsterdam,Erasmuspark,Somalië,3
Amsterdam,Erasmuspark,Spanje,44
Amsterdam,Erasmuspark,Sri Lanka,2
Amsterdam,Erasmuspark,Suriname,157
Amsterdam,Erasmuspark,Syrië,2
Amsterdam,Erasmuspark,Taiwan,1
Amsterdam,Erasmuspark,Tanzania,2
Amsterdam,Erasmuspark,Thailand,11
Amsterdam,Erasmuspark,Togo,1
Amsterdam,Erasmuspark,Tunesië,11
Amsterdam,Erasmuspark,Turkije,470
Amsterdam,Erasmuspark,Uganda,1
Amsterdam,Erasmuspark,Venezuela,3
Amsterdam,Erasmuspark,Ver. Staten v. Amerika,57
Amsterdam,Erasmuspark,Verenigd Koninkrijk,91
Amsterdam,Erasmuspark,Vietnam,9
Amsterdam,Erasmuspark,Voorm. Tsjecho-Slowakije,10
Amsterdam,Erasmuspark,Voormalig Joegoslavië,61
Amsterdam,Erasmuspark,Voormalig Sovjet-Unie,56
Amsterdam,Erasmuspark,Zambia,2
Amsterdam,Erasmuspark,Zimbabwe,2
Amsterdam,Erasmuspark,Zuid-Afrika,20
Amsterdam,Erasmuspark,Zuid-Korea,6
Amsterdam,Erasmuspark,Zweden,28
Amsterdam,Erasmuspark,Zwitserland,9
Amsterdam,Frankendael,Afghanistan,28
Amsterdam,Frankendael,Albanië,4
Amsterdam,Frankendael,Algerije,19
Amsterdam,Frankendael,Angola,6
Amsterdam,Frankendael,Argentinië,21
Amsterdam,Frankendael,Australië,19
Amsterdam,Frankendael,Bahrein,3
Amsterdam,Frankendael,België,79
Amsterdam,Frankendael,Benin,1
Amsterdam,Frankendael,Bolivia,4
Amsterdam,Frankendael,Botswana,1
Amsterdam,Frankendael,Brazilië,69
Amsterdam,Frankendael,Brunei,1
Amsterdam,Frankendael,Bulgarije,22
Amsterdam,Frankendael,Burkina Faso,1
Amsterdam,Frankendael,Burundi,4
Amsterdam,Frankendael,Cambodja,1
Amsterdam,Frankendael,Canada,24
Amsterdam,Frankendael,Chili,13
Amsterdam,Frankendael,China,90
Amsterdam,Frankendael,Colombia,29
Amsterdam,Frankendael,Congo,2
Amsterdam,Frankendael,Congo (DR),5
Amsterdam,Frankendael,Costa Rica,3
Amsterdam,Frankendael,Cuba,2
Amsterdam,Frankendael,Cyprus,5
Amsterdam,Frankendael,Denemarken,14
Amsterdam,Frankendael,Dominicaanse Republiek,27
Amsterdam,Frankendael,Duitsland,279
Amsterdam,Frankendael,Ecuador,5
Amsterdam,Frankendael,Egypte,50
Amsterdam,Frankendael,Eritrea,11
Amsterdam,Frankendael,Ethiopië,43
Amsterdam,Frankendael,Filippijnen,27
Amsterdam,Frankendael,Finland,13
Amsterdam,Frankendael,Frankrijk,82
Amsterdam,Frankendael,Gambia,2
Amsterdam,Frankendael,Ghana,27
Amsterdam,Frankendael,Griekenland,49
Amsterdam,Frankendael,Guatemala,1
Amsterdam,Frankendael,Guinee,4
Amsterdam,Frankendael,Guyana,12
Amsterdam,Frankendael,Hongarije,34
Amsterdam,Frankendael,Hongkong,15
Amsterdam,Frankendael,Ierland,31
Amsterdam,Frankendael,IJsland,1
Amsterdam,Frankendael,India,58
Amsterdam,Frankendael,Indonesië,293
Amsterdam,Frankendael,Irak,34
Amsterdam,Frankendael,Iran,63
Amsterdam,Frankendael,Israël,27
Amsterdam,Frankendael,Italië,104
Amsterdam,Frankendael,Jamaica,5
Amsterdam,Frankendael,Japan,8
Amsterdam,Frankendael,Jordanië,3
Amsterdam,Frankendael,Kaapverdië,1
Amsterdam,Frankendael,Kameroen,7
Amsterdam,Frankendael,Kenia,7
Amsterdam,Frankendael,Koeweit,2
Amsterdam,Frankendael,Libanon,8
Amsterdam,Frankendael,Libië,6
Amsterdam,Frankendael,Luxemburg,2
Amsterdam,Frankendael,Maleisië,6
Amsterdam,Frankendael,Mali,3
Amsterdam,Frankendael,Marokko,713
Amsterdam,Frankendael,Martinique,1
Amsterdam,Frankendael,Mexico,11
Amsterdam,Frankendael,Myanmar,1
Amsterdam,Frankendael,Ned. Antillen + Aruba,124
Amsterdam,Frankendael,Nederland,6184
Amsterdam,Frankendael,Nepal,10
Amsterdam,Frankendael,Nieuw-Zeeland,11
Amsterdam,Frankendael,Nigeria,16
Amsterdam,Frankendael,Noorwegen,11
Amsterdam,Frankendael,Oostenrijk,18
Amsterdam,Frankendael,Pakistan,34
Amsterdam,Frankendael,Panama,1
Amsterdam,Frankendael,Paraguay,2
Amsterdam,Frankendael,Peru,17
Amsterdam,Frankendael,Polen,58
Amsterdam,Frankendael,Portugal,36
Amsterdam,Frankendael,Roemenië,50
Amsterdam,Frankendael,Saoedi-Arabië,5
Amsterdam,Frankendael,Senegal,8
Amsterdam,Frankendael,Sierra Leone,4
Amsterdam,Frankendael,Singapore,8
Amsterdam,Frankendael,Soedan,11
Amsterdam,Frankendael,Somalië,9
Amsterdam,Frankendael,Spanje,96
Amsterdam,Frankendael,Sri Lanka,10
Amsterdam,Frankendael,Suriname,618
Amsterdam,Frankendael,Syrië,52
Amsterdam,Frankendael,Taiwan,7
Amsterdam,Frankendael,Tanzania,4
Amsterdam,Frankendael,Thailand,13
Amsterdam,Frankendael,Tunesië,10
Amsterdam,Frankendael,Turkije,221
Amsterdam,Frankendael,Uganda,2
Amsterdam,Frankendael,Uruguay,1
Amsterdam,Frankendael,Venezuela,4
Amsterdam,Frankendael,Ver. Arabische Emiraten,2
Amsterdam,Frankendael,Ver. Staten v. Amerika,104
Amsterdam,Frankendael,Verenigd Koninkrijk,147
Amsterdam,Frankendael,Vietnam,21
Amsterdam,Frankendael,Voorm. Tsjecho-Slowakije,32
Amsterdam,Frankendael,Voormalig Joegoslavië,86
Amsterdam,Frankendael,Voormalig Sovjet-Unie,121
Amsterdam,Frankendael,Zimbabwe,5
Amsterdam,Frankendael,Zuid-Afrika,25
Amsterdam,Frankendael,Zuid-Korea,17
Amsterdam,Frankendael,Zweden,21
Amsterdam,Frankendael,Zwitserland,20
Amsterdam,Frederik Hendrikbuurt,Afghanistan,24
Amsterdam,Frederik Hendrikbuurt,Algerije,21
Amsterdam,Frederik Hendrikbuurt,Angola,5
Amsterdam,Frederik Hendrikbuurt,Argentinië,28
Amsterdam,Frederik Hendrikbuurt,Australië,47
Amsterdam,Frederik Hendrikbuurt,Bangladesh,5
Amsterdam,Frederik Hendrikbuurt,België,62
Amsterdam,Frederik Hendrikbuurt,Bolivia,9
Amsterdam,Frederik Hendrikbuurt,Brazilië,52
Amsterdam,Frederik Hendrikbuurt,Bulgarije,28
Amsterdam,Frederik Hendrikbuurt,Burundi,3
Amsterdam,Frederik Hendrikbuurt,Canada,35
Amsterdam,Frederik Hendrikbuurt,Centraal-Afrikaanse Rep.,1
Amsterdam,Frederik Hendrikbuurt,Chili,13
Amsterdam,Frederik Hendrikbuurt,China,40
Amsterdam,Frederik Hendrikbuurt,Colombia,17
Amsterdam,Frederik Hendrikbuurt,Congo (DR),5
Amsterdam,Frederik Hendrikbuurt,Costa Rica,2
Amsterdam,Frederik Hendrikbuurt,Cuba,4
Amsterdam,Frederik Hendrikbuurt,Cyprus,1
Amsterdam,Frederik Hendrikbuurt,Denemarken,16
Amsterdam,Frederik Hendrikbuurt,Dominicaanse Republiek,8
Amsterdam,Frederik Hendrikbuurt,Duitsland,195
Amsterdam,Frederik Hendrikbuurt,Ecuador,6
Amsterdam,Frederik Hendrikbuurt,Egypte,43
Amsterdam,Frederik Hendrikbuurt,El Salvador,2
Amsterdam,Frederik Hendrikbuurt,Eritrea,7
Amsterdam,Frederik Hendrikbuurt,Ethiopië,23
Amsterdam,Frederik Hendrikbuurt,Fiji,1
Amsterdam,Frederik Hendrikbuurt,Filippijnen,10
Amsterdam,Frederik Hendrikbuurt,Finland,13
Amsterdam,Frederik Hendrikbuurt,Frankrijk,109
Amsterdam,Frederik Hendrikbuurt,Gambia,1
Amsterdam,Frederik Hendrikbuurt,Ghana,14
Amsterdam,Frederik Hendrikbuurt,Griekenland,32
Amsterdam,Frederik Hendrikbuurt,Guinee,4
Amsterdam,Frederik Hendrikbuurt,Guyana,3
Amsterdam,Frederik Hendrikbuurt,Hongarije,11
Amsterdam,Frederik Hendrikbuurt,Hongkong,29
Amsterdam,Frederik Hendrikbuurt,Ierland,29
Amsterdam,Frederik Hendrikbuurt,IJsland,4
Amsterdam,Frederik Hendrikbuurt,India,32
Amsterdam,Frederik Hendrikbuurt,Indonesië,284
Amsterdam,Frederik Hendrikbuurt,Irak,28
Amsterdam,Frederik Hendrikbuurt,Iran,35
Amsterdam,Frederik Hendrikbuurt,Israël,41
Amsterdam,Frederik Hendrikbuurt,Italië,132
Amsterdam,Frederik Hendrikbuurt,Ivoorkust,2
Amsterdam,Frederik Hendrikbuurt,Jamaica,5
Amsterdam,Frederik Hendrikbuurt,Japan,19
Amsterdam,Frederik Hendrikbuurt,Jordanië,3
Amsterdam,Frederik Hendrikbuurt,Kaapverdië,3
Amsterdam,Frederik Hendrikbuurt,Kameroen,2
Amsterdam,Frederik Hendrikbuurt,Kenia,3
Amsterdam,Frederik Hendrikbuurt,Libanon,7
Amsterdam,Frederik Hendrikbuurt,Liberia,4
Amsterdam,Frederik Hendrikbuurt,Libië,4
Amsterdam,Frederik Hendrikbuurt,Luxemburg,5
Amsterdam,Frederik Hendrikbuurt,Malawi,3
Amsterdam,Frederik Hendrikbuurt,Maleisië,3
Amsterdam,Frederik Hendrikbuurt,Mali,4
Amsterdam,Frederik Hendrikbuurt,Malta,2
Amsterdam,Frederik Hendrikbuurt,Marokko,499
Amsterdam,Frederik Hendrikbuurt,Mexico,15
Amsterdam,Frederik Hendrikbuurt,Mozambique,3
Amsterdam,Frederik Hendrikbuurt,Myanmar,1
Amsterdam,Frederik Hendrikbuurt,Namibië,1
Amsterdam,Frederik Hendrikbuurt,Ned. Antillen + Aruba,75
Amsterdam,Frederik Hendrikbuurt,Nederland,4746
Amsterdam,Frederik Hendrikbuurt,Nepal,3
Amsterdam,Frederik Hendrikbuurt,Nicaragua,1
Amsterdam,Frederik Hendrikbuurt,Nieuw-Zeeland,17
Amsterdam,Frederik Hendrikbuurt,Nigeria,9
Amsterdam,Frederik Hendrikbuurt,Noord-Korea,1
Amsterdam,Frederik Hendrikbuurt,Noorwegen,9
Amsterdam,Frederik Hendrikbuurt,Oman,1
Amsterdam,Frederik Hendrikbuurt,Oostenrijk,19
Amsterdam,Frederik Hendrikbuurt,Pakistan,27
Amsterdam,Frederik Hendrikbuurt,Panama,3
Amsterdam,Frederik Hendrikbuurt,Papoea-Nieuw-Guinea,1
Amsterdam,Frederik Hendrikbuurt,Peru,8
Amsterdam,Frederik Hendrikbuurt,Polen,60
Amsterdam,Frederik Hendrikbuurt,Portugal,32
Amsterdam,Frederik Hendrikbuurt,Puerto Rico,3
Amsterdam,Frederik Hendrikbuurt,Roemenië,35
Amsterdam,Frederik Hendrikbuurt,Rwanda,1
Amsterdam,Frederik Hendrikbuurt,Saoedi-Arabië,3
Amsterdam,Frederik Hendrikbuurt,Senegal,10
Amsterdam,Frederik Hendrikbuurt,Sierra Leone,1
Amsterdam,Frederik Hendrikbuurt,Singapore,11
Amsterdam,Frederik Hendrikbuurt,Sint Lucia,1
Amsterdam,Frederik Hendrikbuurt,Soedan,7
Amsterdam,Frederik Hendrikbuurt,Somalië,22
Amsterdam,Frederik Hendrikbuurt,Spanje,85
Amsterdam,Frederik Hendrikbuurt,Sri Lanka,10
Amsterdam,Frederik Hendrikbuurt,Suriname,239
Amsterdam,Frederik Hendrikbuurt,Syrië,25
Amsterdam,Frederik Hendrikbuurt,Taiwan,7
Amsterdam,Frederik Hendrikbuurt,Thailand,18
Amsterdam,Frederik Hendrikbuurt,Trinidad en Tobago,1
Amsterdam,Frederik Hendrikbuurt,Tunesië,16
Amsterdam,Frederik Hendrikbuurt,Turkije,155
Amsterdam,Frederik Hendrikbuurt,Uganda,7
Amsterdam,Frederik Hendrikbuurt,Uruguay,3
Amsterdam,Frederik Hendrikbuurt,Venezuela,17
Amsterdam,Frederik Hendrikbuurt,Ver. Staten v. Amerika,147
Amsterdam,Frederik Hendrikbuurt,Verenigd Koninkrijk,198
Amsterdam,Frederik Hendrikbuurt,Vietnam,8
Amsterdam,Frederik Hendrikbuurt,Voorm. Tsjecho-Slowakije,22
Amsterdam,Frederik Hendrikbuurt,Voormalig Joegoslavië,91
Amsterdam,Frederik Hendrikbuurt,Voormalig Sovjet-Unie,92
Amsterdam,Frederik Hendrikbuurt,Zambia,2
Amsterdam,Frederik Hendrikbuurt,Zimbabwe,3
Amsterdam,Frederik Hendrikbuurt,Zuid-Afrika,33
Amsterdam,Frederik Hendrikbuurt,Zuid-Korea,2
Amsterdam,Frederik Hendrikbuurt,Zweden,21
Amsterdam,Frederik Hendrikbuurt,Zwitserland,26
Amsterdam,Gein,Afghanistan,18
Amsterdam,Gein,Albanië,3
Amsterdam,Gein,Algerije,12
Amsterdam,Gein,Angola,10
Amsterdam,Gein,Argentinië,9
Amsterdam,Gein,Australië,14
Amsterdam,Gein,Bangladesh,1
Amsterdam,Gein,België,45
Amsterdam,Gein,Benin,2
Amsterdam,Gein,Bolivia,3
Amsterdam,Gein,Brazilië,29
Amsterdam,Gein,Bulgarije,49
Amsterdam,Gein,Burkina Faso,1
Amsterdam,Gein,Canada,13
Amsterdam,Gein,Chili,30
Amsterdam,Gein,China,115
Amsterdam,Gein,Colombia,29
Amsterdam,Gein,Congo,1
Amsterdam,Gein,Congo (DR),13
Amsterdam,Gein,Cuba,1
Amsterdam,Gein,Dominica,1
Amsterdam,Gein,Dominicaanse Republiek,89
Amsterdam,Gein,Duitsland,155
Amsterdam,Gein,Ecuador,21
Amsterdam,Gein,Egypte,50
Amsterdam,Gein,Eritrea,8
Amsterdam,Gein,Ethiopië,50
Amsterdam,Gein,Filippijnen,43
Amsterdam,Gein,Finland,6
Amsterdam,Gein,Frankrijk,42
Amsterdam,Gein,Frans Guyana,12
Amsterdam,Gein,Ghana,824
Amsterdam,Gein,Griekenland,20
Amsterdam,Gein,Guadeloupe,5
Amsterdam,Gein,Guinee,6
Amsterdam,Gein,Guyana,33
Amsterdam,Gein,Haïti,1
Amsterdam,Gein,Honduras,3
Amsterdam,Gein,Hongarije,15
Amsterdam,Gein,Hongkong,76
Amsterdam,Gein,Ierland,6
Amsterdam,Gein,India,239
Amsterdam,Gein,Indonesië,293
Amsterdam,Gein,Irak,21
Amsterdam,Gein,Iran,21
Amsterdam,Gein,Israël,11
Amsterdam,Gein,Italië,73
Amsterdam,Gein,Ivoorkust,4
Amsterdam,Gein,Jamaica,7
Amsterdam,Gein,Japan,4
Amsterdam,Gein,Kaapverdië,21
Amsterdam,Gein,Kameroen,10
Amsterdam,Gein,Kenia,2
Amsterdam,Gein,Libanon,1
Amsterdam,Gein,Liberia,10
Amsterdam,Gein,Luxemburg,1
Amsterdam,Gein,Macau,1
Amsterdam,Gein,Maleisië,9
Amsterdam,Gein,Mali,3
Amsterdam,Gein,Malta,2
Amsterdam,Gein,Marokko,200
Amsterdam,Gein,Martinique,1
Amsterdam,Gein,Mauritius,4
Amsterdam,Gein,Mayotte,1
Amsterdam,Gein,Mexico,3
Amsterdam,Gein,Mozambique,1
Amsterdam,Gein,Myanmar,1
Amsterdam,Gein,Ned. Antillen + Aruba,432
Amsterdam,Gein,Nederland,4141
Amsterdam,Gein,Nepal,9
Amsterdam,Gein,Nieuw-Zeeland,1
Amsterdam,Gein,Niger,1
Amsterdam,Gein,Nigeria,93
Amsterdam,Gein,Noorwegen,5
Amsterdam,Gein,Oostenrijk,9
Amsterdam,Gein,Pakistan,111
Amsterdam,Gein,Peru,8
Amsterdam,Gein,Polen,81
Amsterdam,Gein,Portugal,60
Amsterdam,Gein,Réunion,1
Amsterdam,Gein,Roemenië,44
Amsterdam,Gein,Rwanda,4
Amsterdam,Gein,Sao Tomé en Principe,1
Amsterdam,Gein,Saoedi-Arabië,1
Amsterdam,Gein,Senegal,8
Amsterdam,Gein,Seychellen,2
Amsterdam,Gein,Sierra Leone,19
Amsterdam,Gein,Singapore,1
Amsterdam,Gein,Sint Lucia,1
Amsterdam,Gein,Soedan,5
Amsterdam,Gein,Somalië,15
Amsterdam,Gein,Spanje,52
Amsterdam,Gein,Sri Lanka,8
Amsterdam,Gein,Suriname,2922
Amsterdam,Gein,Syrië,49
Amsterdam,Gein,Tanzania,1
Amsterdam,Gein,Thailand,25
Amsterdam,Gein,Togo,18
Amsterdam,Gein,Trinidad en Tobago,5
Amsterdam,Gein,Tsjaad,1
Amsterdam,Gein,Tunesië,9
Amsterdam,Gein,Turkije,62
Amsterdam,Gein,Uganda,12
Amsterdam,Gein,Uruguay,2
Amsterdam,Gein,Venezuela,4
Amsterdam,Gein,Ver. Arabische Emiraten,2
Amsterdam,Gein,Ver. Staten v. Amerika,36
Amsterdam,Gein,Verenigd Koninkrijk,89
Amsterdam,Gein,Vietnam,5
Amsterdam,Gein,Voorm. Tsjecho-Slowakije,35
Amsterdam,Gein,Voormalig Joegoslavië,67
Amsterdam,Gein,Voormalig Sovjet-Unie,83
Amsterdam,Gein,Zambia,3
Amsterdam,Gein,Zimbabwe,3
Amsterdam,Gein,Zuid-Afrika,11
Amsterdam,Gein,Zuid-Korea,2
Amsterdam,Gein,Zweden,7
Amsterdam,Gein,Zwitserland,12
Amsterdam,Geuzenbuurt,Afghanistan,13
Amsterdam,Geuzenbuurt,Albanië,2
Amsterdam,Geuzenbuurt,Algerije,10
Amsterdam,Geuzenbuurt,Argentinië,18
Amsterdam,Geuzenbuurt,Australië,29
Amsterdam,Geuzenbuurt,Bangladesh,1
Amsterdam,Geuzenbuurt,België,63
Amsterdam,Geuzenbuurt,Benin,1
Amsterdam,Geuzenbuurt,Brazilië,41
Amsterdam,Geuzenbuurt,Brunei,4
Amsterdam,Geuzenbuurt,Bulgarije,8
Amsterdam,Geuzenbuurt,Burundi,4
Amsterdam,Geuzenbuurt,Canada,36
Amsterdam,Geuzenbuurt,Chili,6
Amsterdam,Geuzenbuurt,China,24
Amsterdam,Geuzenbuurt,Colombia,16
Amsterdam,Geuzenbuurt,Congo (DR),1
Amsterdam,Geuzenbuurt,Cuba,2
Amsterdam,Geuzenbuurt,Cyprus,1
Amsterdam,Geuzenbuurt,Denemarken,9
Amsterdam,Geuzenbuurt,Dominicaanse Republiek,8
Amsterdam,Geuzenbuurt,Duitsland,203
Amsterdam,Geuzenbuurt,Ecuador,4
Amsterdam,Geuzenbuurt,Egypte,42
Amsterdam,Geuzenbuurt,Eritrea,5
Amsterdam,Geuzenbuurt,Ethiopië,18
Amsterdam,Geuzenbuurt,Fiji,3
Amsterdam,Geuzenbuurt,Filippijnen,14
Amsterdam,Geuzenbuurt,Finland,11
Amsterdam,Geuzenbuurt,Frankrijk,80
Amsterdam,Geuzenbuurt,Gambia,1
Amsterdam,Geuzenbuurt,Ghana,16
Amsterdam,Geuzenbuurt,Griekenland,35
Amsterdam,Geuzenbuurt,Guinee,3
Amsterdam,Geuzenbuurt,Guyana,2
Amsterdam,Geuzenbuurt,Haïti,1
Amsterdam,Geuzenbuurt,Hongarije,9
Amsterdam,Geuzenbuurt,Hongkong,10
Amsterdam,Geuzenbuurt,Ierland,23
Amsterdam,Geuzenbuurt,IJsland,1
Amsterdam,Geuzenbuurt,India,20
Amsterdam,Geuzenbuurt,Indonesië,220
Amsterdam,Geuzenbuurt,Irak,26
Amsterdam,Geuzenbuurt,Iran,27
Amsterdam,Geuzenbuurt,Israël,24
Amsterdam,Geuzenbuurt,Italië,93
Amsterdam,Geuzenbuurt,Jamaica,2
Amsterdam,Geuzenbuurt,Japan,16
Amsterdam,Geuzenbuurt,Jordanië,1
Amsterdam,Geuzenbuurt,Kaapverdië,2
Amsterdam,Geuzenbuurt,Kameroen,2
Amsterdam,Geuzenbuurt,Kenia,1
Amsterdam,Geuzenbuurt,Libanon,7
Amsterdam,Geuzenbuurt,Liberia,1
Amsterdam,Geuzenbuurt,Libië,3
Amsterdam,Geuzenbuurt,Luxemburg,3
Amsterdam,Geuzenbuurt,Maleisië,6
